,Name,Label,Price,Kms_driven,Fuel_type,Owner,Year,Company
764,Mahindra KUV100 K6,PLATINUM,508799,58640,Diesel,1st Owner,2016,Mahindra
765,Renault Kwid,PLATINUM,457099,40650,Petrol,1st Owner,2018,Renault
766,Volkswagen Polo,PLATINUM,612899,19121,Petrol,2nd Owner,2019,Volkswagen
767,Ford Ecosport,PLATINUM,684099,85893,Diesel,2nd Owner,2016,Ford
768,Renault Triber,PLATINUM,716699,9874,Petrol,2nd Owner,2019,Renault
769,Hyundai Grand i10,PLATINUM,501599,25202,Petrol,1st Owner,2016,Hyundai
770,Hyundai Grand i10,PLATINUM,509699,95999,Petrol,2nd Owner,2016,Hyundai
771,Maruti Suzuki Alto,PLATINUM,337799,49074,Petrol,2nd Owner,2014,Maruti
772,Hyundai Verna 1.6,PLATINUM,852399,52439,Petrol,2nd Owner,2017,Hyundai
773,Mahindra XUV 500,PLATINUM,1784699,10813,Diesel,1st Owner,2020,Mahindra
774,Hyundai Creta,PLATINUM,778199,127971,Petrol,2nd Owner,2016,Hyundai
775,Maruti Suzuki Swift,PLATINUM,705099,114108,Diesel,2nd Owner,2018,Maruti
776,Hyundai Grand i10,PLATINUM,557599,52030,Diesel,2nd Owner,2017,Hyundai
777,Mahindra XUV 500,PLATINUM,1518099,44721,Diesel,2nd Owner,2018,Mahindra
778,Mahindra Marazzo M6,GOLD,1190000,50000,Diesel,2nd Owner,2018,Mahindra
779,Skoda Laura Ambition,GOLD,590000,95000,Diesel,2nd Owner,2011,Skoda
780,Tata Harrier XZ,GOLD,1980000,17000,Diesel,2nd Owner,2020,Tata
781,Mahindra XUV 500,GOLD,1350000,52500,Diesel,2nd Owner,2018,Mahindra
782,BMW 5 Series,GOLD,1059000,49000,Petrol,3rd Owner,2010,BMW
783,Maruti Suzuki Alto,GOLD,185000,55000,Petrol,1st Owner,2011,Maruti
784,Mahindra Scorpio 2.6,GOLD,710000,81500,Diesel,2nd Owner,2014,Mahindra
785,Mercedes Benz E,GOLD,1948888,10000,Diesel,1st Owner,2013,Mercedes
786,Tata Harrier,PLATINUM,2272499,22667,Diesel,2nd Owner,2020,Tata
787,Honda City,PLATINUM,626199,68519,Petrol,1st Owner,2014,Honda
788,Tata Nano,PLATINUM,236099,64011,Petrol,1st Owner,2015,Tata
789,Maruti Suzuki Alto,PLATINUM,430499,13598,Petrol,1st Owner,2021,Maruti
790,Maruti Suzuki Wagon,PLATINUM,442799,47037,Petrol,2nd Owner,2014,Maruti
791,Hyundai Creta,PLATINUM,1373699,69711,Petrol,2nd Owner,2018,Hyundai
792,Hyundai Elite i20,PLATINUM,589299,49189,Petrol,2nd Owner,2015,Hyundai
793,Maruti Suzuki Alto,PLATINUM,298199,18368,Petrol,1st Owner,2016,Maruti
794,Tata Harrier,PLATINUM,1508799,16874,Diesel,2nd Owner,2020,Tata
795,Maruti Suzuki Eeco,PLATINUM,473699,24484,Petrol,2nd Owner,2019,Maruti
796,Maruti Suzuki Baleno,PLATINUM,656299,20688,Petrol,2nd Owner,2019,Maruti
797,Maruti Suzuki Alto,PLATINUM,345799,24065,Petrol,2nd Owner,2016,Maruti
798,Hyundai Grand i10,PLATINUM,584599,22609,Petrol,2nd Owner,2018,Hyundai
799,Skoda Rapid,PLATINUM,786799,56523,Diesel,2nd Owner,2017,Skoda
800,Hyundai Elite i20,PLATINUM,624799,48031,Petrol,2nd Owner,2018,Hyundai
801,Hyundai Grand i10,PLATINUM,472399,45578,Petrol,1st Owner,2016,Hyundai
802,Hyundai Fluidic Verna,GOLD,408888,70070,Diesel,1st Owner,2012,Hyundai
803,Hyundai i10 Magna,GOLD,288888,28000,Petrol,1st Owner,2015,Hyundai
804,Chevrolet Sail 1.2,GOLD,198888,30030,Diesel,1st Owner,2013,Chevrolet
805,Ford Endeavor 4X4,GOLD,898888,25000,Diesel,1st Owner,2011,Ford
806,BMW 3 Series,GOLD,1148888,8000,Diesel,1st Owner,2013,BMW
807,Chevrolet Spark,GOLD,79000,53000,Petrol,2nd Owner,2010,Chevrolet
808,Honda City,GOLD,97000,68000,Petrol,2nd Owner,2007,Honda
809,Hyundai Santro GLS,GOLD,135000,58000,Petrol,2nd Owner,2007,Hyundai
810,Hyundai Elite i20,PLATINUM,687199,28648,Petrol,1st Owner,2016,Hyundai
811,Hyundai i10 Magna,PLATINUM,387099,59819,Petrol,2nd Owner,2015,Hyundai
812,Maruti Suzuki Baleno,PLATINUM,650599,19574,Petrol,2nd Owner,2018,Maruti
813,Tata Hexa,PLATINUM,1705799,46337,Diesel,2nd Owner,2019,Tata
814,Volkswagen Polo,PLATINUM,526899,73563,Petrol,1st Owner,2015,Volkswagen
815,Honda Jazz,PLATINUM,612799,51428,Petrol,2nd Owner,2016,Honda
816,Maruti Suzuki Alto,PLATINUM,269099,95754,Petrol,2nd Owner,2016,Maruti
817,Tata Hexa,PLATINUM,1952199,34533,Diesel,2nd Owner,2019,Tata
818,Maruti Suzuki Baleno,PLATINUM,646299,50154,Petrol,2nd Owner,2016,Maruti
819,Maruti Suzuki Celerio,PLATINUM,425899,23492,Petrol,2nd Owner,2016,Maruti
820,Maruti Suzuki Celerio,PLATINUM,496399,37739,Petrol,2nd Owner,2017,Maruti
821,Maruti Suzuki Celerio,PLATINUM,393799,46178,Petrol,3rd Owner,2015,Maruti
822,Maruti Suzuki Baleno,PLATINUM,619599,42893,Petrol,1st Owner,2017,Maruti
823,Maruti Suzuki Alto,PLATINUM,423599,57875,Petrol+CNG,2nd Owner,2019,Maruti
824,Hyundai Venue,PLATINUM,831999,4832,Petrol,2nd Owner,2020,Hyundai
825,Renault Triber,PLATINUM,695099,27805,Petrol,2nd Owner,2019,Renault
826,Hyundai Xcent S,GOLD,390000,71000,Diesel,1st Owner,2014,Hyundai
827,Toyota Fortuner 3.0,GOLD,1350000,140000,Diesel,2nd Owner,2013,Toyota
828,Toyota Innova 2.5,GOLD,1350000,70000,Diesel,2nd Owner,2014,Toyota
829,Honda City ZX,GOLD,250000,75000,Petrol,2nd Owner,2008,Honda
830,Maruti Suzuki Alto,GOLD,145000,57000,Petrol,2nd Owner,2009,Maruti
831,Maruti Suzuki Vitara,GOLD,980000,57000,Diesel,2nd Owner,2018,Maruti
832,Hyundai Creta 1.4,GOLD,980000,91000,Diesel,2nd Owner,2018,Hyundai
833,Hyundai i10 Sportz,GOLD,195000,86000,Petrol,2nd Owner,2009,Hyundai
834,Maruti Suzuki Alto,PLATINUM,261499,68844,Petrol,2nd Owner,2013,Maruti
835,Honda Jazz,PLATINUM,649699,37070,Petrol,1st Owner,2017,Honda
836,Hyundai Grand i10,PLATINUM,494099,20393,Petrol,2nd Owner,2017,Hyundai
837,Maruti Suzuki Alto,PLATINUM,313399,22244,Petrol,2nd Owner,2017,Maruti
838,Toyota Fortuner,PLATINUM,2122099,47024,Diesel,1st Owner,2016,Toyota
839,Hyundai Elite i20,PLATINUM,552799,64707,Petrol,2nd Owner,2015,Hyundai
840,Ford Ecosport,PLATINUM,490099,52149,Petrol,2nd Owner,2013,Ford
841,Hyundai Grand i10,PLATINUM,638599,11203,Petrol,2nd Owner,2017,Hyundai
842,Maruti Suzuki Alto,PLATINUM,374799,18071,Petrol,2nd Owner,2015,Maruti
843,Hyundai Elite i20,PLATINUM,517499,81412,Petrol,2nd Owner,2016,Hyundai
844,Maruti Suzuki Swift,PLATINUM,553899,41912,Petrol,2nd Owner,2016,Maruti
845,Maruti Suzuki Swift,PLATINUM,579199,32516,Petrol,2nd Owner,2016,Maruti
846,Hyundai Grand i10,PLATINUM,531999,41552,Petrol,2nd Owner,2015,Hyundai
847,Hyundai Grand i10,PLATINUM,496199,21790,Petrol,1st Owner,2018,Hyundai
848,Maruti Suzuki Baleno,PLATINUM,659099,34010,Petrol,2nd Owner,2019,Maruti
849,Hyundai Elite i20,PLATINUM,534799,50050,Petrol,2nd Owner,2016,Hyundai
850,Maruti Suzuki Ertiga,GOLD,950000,2000,Petrol,2nd Owner,2019,Maruti
851,Maruti Suzuki Swift,GOLD,265000,71000,Petrol,2nd Owner,2010,Maruti
852,Hyundai i20 Asta,GOLD,650000,52000,Diesel,2nd Owner,2015,Hyundai
853,Maruti Suzuki Swift,GOLD,650000,35000,Petrol,2nd Owner,2018,Maruti
854,Renault Kwid RXT,GOLD,290000,41000,Petrol,2nd Owner,2016,Renault
855,Tata Indigo LX,GOLD,74999,125000,Diesel,2nd Owner,2003,Tata
856,Maruti Suzuki Alto,GOLD,155000,85000,Petrol,2nd Owner,2006,Maruti
857,Chevrolet Optra,GOLD,69000,85000,Petrol,2nd Owner,2005,Chevrolet
858,Hyundai Grand i10,PLATINUM,496199,21790,Petrol,1st Owner,2018,Hyundai
859,Maruti Suzuki Wagon,PLATINUM,298599,75822,Petrol,1st Owner,2011,Maruti
860,Tata Tiago,PLATINUM,490199,28589,Petrol,1st Owner,2016,Tata
861,Renault Kwid,PLATINUM,422999,15883,Petrol,2nd Owner,2017,Renault
862,Hyundai Elite i20,PLATINUM,656399,63648,Petrol,1st Owner,2016,Hyundai
863,Maruti Suzuki Vitara,PLATINUM,688599,156931,Diesel,2nd Owner,2016,Maruti
864,Maruti Suzuki XL6,PLATINUM,1113299,13829,Petrol,2nd Owner,2019,Maruti
865,Maruti Suzuki Baleno,PLATINUM,608399,28361,Petrol,1st Owner,2016,Maruti
866,Hyundai Grand i10,PLATINUM,587399,77960,Petrol,1st Owner,2017,Hyundai
867,Maruti Suzuki Celerio,PLATINUM,449699,33473,Petrol,2nd Owner,2015,Maruti
868,Maruti Suzuki Eeco,PLATINUM,464899,29052,Petrol,2nd Owner,2019,Maruti
869,Maruti Suzuki Alto,PLATINUM,302699,68041,Petrol,2nd Owner,2017,Maruti
870,Maruti Suzuki Baleno,PLATINUM,583299,61361,Petrol,2nd Owner,2015,Maruti
871,Honda BRV,PLATINUM,877999,32218,Petrol,2nd Owner,2018,Honda
872,Hyundai i10 Magna,PLATINUM,398499,28579,Petrol,1st Owner,2016,Hyundai
873,Hyundai Grand i10,PLATINUM,529399,51343,Petrol,2nd Owner,2017,Hyundai
874,Chevrolet Optra,GOLD,69000,85000,Petrol,2nd Owner,2005,Chevrolet
875,Honda City 1.5,GOLD,700000,86868,Petrol,2nd Owner,2016,Honda
876,Hyundai Accent,GOLD,79000,85000,Petrol,2nd Owner,2002,Hyundai
877,Maruti Suzuki Swift,GOLD,390000,77000,Petrol,2nd Owner,2012,Maruti
878,Honda City V,GOLD,950000,35500,Petrol,1st Owner,2017,Honda
879,Toyota Glanza G,GOLD,725000,19942,Petrol,2nd Owner,2019,Toyota
880,Hyundai i20 Sportz,GOLD,439000,16000,Petrol,1st Owner,2012,Hyundai
881,Honda City ZX,GOLD,1069999,54000,CNG,1st Owner,2018,Honda
882,Renault Kwid RxL,PLATINUM,422299,17357,Petrol,2nd Owner,2019,Renault
883,Ford Figo Aspire,PLATINUM,589999,14517,Petrol,2nd Owner,2017,Ford
